1;ELEVACIONES LATERALES;SIRVE PARA EL AUMENTO DE PESO;;3;3
2;ELEVACIONES POSTERIORES;SIRVE PARA EL AUMENTO DEL PESO;;4;3
3;PRESS MANCUERNA HOMBRO;SIRVE PARA EL AUMENTO DEL PESO;;4;3
4;REMO DE PIE;SIRVE PARA EL AUMENTO DEL PESO;;5;3
5;ENCOJIMIENTO HOMBRO BARRA;SIRVE PARA EL AUMENTO DEL PESO;;5;3
6;PRESS BANCO AGARRE ESTRECHO;SIRVE PARA EL AUMENTO DEL PESO;;4;3
7;EXTENCION POLEA BARRA RECTA;SIRVE PARA EL AUMENTO DEL PESO;;3;3
8;EXTENCION MANCUERNA 2 BRAZOS;SIRVE PARA EL AUMENTO DEL PESO;;3;3
9;EXTENCION PIERNAS;SIRVE PARA EL AUMENTO DEL PESO;;2;3
10;SENTADILLA;SIRVE PARA EL AUMENTO DEL PESO;;8;3
11;PRENSA;SIRVE PARA EL AUMENTO DEL PESO;;2;3
12;ELEVACIONES TALONES;SIRVE PARA EL AUMENTO DEL PESO;;2;3
13;GEMELOS;SIRVE PARA EL AUMENTO DEL PESO;;8;3
14;PRESS BACO PLANO;SIRVE PARA EL AUMENTO DEL PESO;;2;3
15;PRESS BANCO INCLINADO;SIRVE PARA EL AUMENTO DEL PESO;;2;3
16;PRESS DECLINADO MANCUERNA;SIRVE PARA EL AUMENTO DEL PESO;;8;3
17;PULL OVER MANCUERNA;SIRVE PARA EL AUMENTO DEL PESO;;2;3
18;ELEVACIONES PIERNAS;SIRVE PARA EL AUMENTO DEL PESO;;8;3
19;ENCOJIMIENTO TRONCO;SIRVE PARA EL AUMENTO DEL PESO;;2;3
20;JALON POLEA POR DELANTE;SIRVE PARA EL AUMENTO DEL PESO;;3;3
21;REMO INCLINADO BARRA;SIRVE PARA EL AUMENTO DEL PESO;;5;3
22;PESO MUERTO PIERNA DOBLADA;SIRVE PARA EL AUMENTO DEL PESO;;7;3
23;CURL BICEPS MANCUERNA;SIRVE PARA EL AUMENTO DEL PESO;;4;3
24;CURL BICEPS PREDICADOR;SIRVE PARA EL AUMENTO DEL PESO;;4;3
25;LEG CURL FEMORAL;SIRVE PARA EL AUMENTO DEL PESO;;2;3
26;GEMELO;SIRVE PARA EL AUMENTO DEL PESO;;8;3
27;ELEVACION TALONES SENTADOS;SIRVE PARA EL AUMENTO DEL PESO;;8;3
28;PRESS BANCO PLANO MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;5;3
29;APERTONES BANCO PLANO;SIRVE PARA EL AUMENTO DE PESO;;9;3
30;PRESS HOMBRO MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;4;3
31;ELEVACIONES FRONTALES;SIRVE PARA EL AUMENTO DE PESO;;9;3
32;TRICEP COPA;SIRVE PARA EL AUMENTO DE PESO;;3;3
33;ABDOMINALES CIRCUITO;SIRVE PARA EL AUMENTO DE PESO;;6;3
34;SENTADILLA BARRA O MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;8;3
35;TIJERAS MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;2;3
36;FLEXION FEMORAL;SIRVE PARA EL AUMENTO DE PESO;;2;3
37;GLUTEOS COLCHONETA;SIRVE PARA EL AUMENTO DE PESO;;7;3
38;EXTENCION CUADRICEPS;SIRVE PARA EL AUMENTO DE PESO;;8;3
39;ABDUCTORES;SIRVE PARA EL AUMENTO DE PESO;;8;3
40;GEMELO;SIRVE PARA EL AUMENTO DE PESO;;8;3
41;JALON POLEA POR DELANTE;SIRVE PARA EL AUMENTO DE PESO;;3;3
42;REMO POLEA;SIRVE PARA EL AUMENTO DE PESO;;3;3
43;REMO LATERAL MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;5;3
44;HIPEREXTENCIONES BANCO ROMANO;SIRVE PARA EL AUMENTO DE PESO;;8;3
45;CURL BICEPS  BARRA;SIRVE PARA EL AUMENTO DE PESO;;4;3
46;CURL BICEPS  MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;5;3
47;CIRCUITO ABDOMINAL BANCO ROMANO;SIRVE PARA EL AUMENTO DE PESO;;6;3
48;SENTADILLA BARRA O MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;2;3
49;TIJERAS MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;8;3
50;FLEXION FEMORAL;SIRVE PARA EL AUMENTO DE PESO;;8;3
51;EXTENCION CUADRICEPS;SIRVE PARA EL AUMENTO DE PESO;;8;3
52;GLUTEOS COLCHONETA;SIRVE PARA EL AUMENTO DE PESO;;7;3
53;ABDUCTORES;SIRVE PARA EL AUMENTO DE PESO;;2;3
54;GEMELO;SIRVE PARA EL AUMENTO DE PESO;;8;3
55;ENCIMA DE LA POLEA;SIRVE PARA EL AUMENTO DE PESO;;3;3
56;FLEXIONES ENTRE BANCOS;SIRVE PARA EL AUMENTO DE PESO;;8;3
57;PATADAS CON MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;7;3
58;SENTADILLA FRONTAL PRENSA;SIRVE PARA EL AUMENTO DE PESO;;2;3
59;SENTADILLA SISY;SIRVE PARA EL AUMENTO DE PESO;;2;3
60;ZANCADA CON MANCUERNA;SIRVE PARA EL AUMENTO DE PESO;;2;3
61;ENCOGIMIENTO CON BALON MEDICINAL;SIRVE PARA EL AUMENTO DE PESO;;5;3
62;ELEVACIONES DE RODILLAS;SIRVE PARA EL AUMENTO DE PESO;;8;3
63;PRESS BANCO PLANO ;SIRVE PARA REDUCCION DE PESO;;4;2
64;EXTENCION CUADRICEPS;SIRVE PARA REDUCCION DE PESO;;8;2
65;JALON POLEA POR DETRAS;SIRVE PARA REDUCCION DE PESO;;8;2
66;FLEXION FEMORAL;SIRVE PARA REDUCCION DE PESO;;8;2
67;PRESS HOMBRO MANCUERNA;SIRVE PARA REDUCCION DE PESO;;5;2
68;TRICEP COPA;SIRVE PARA REDUCCION DE PESO;;8;2
69;GLUTEOS MAQUINA;SIRVE PARA REDUCCION DE PESO;;7;2
70;ABDUCTORES;SIRVE PARA REDUCCION DE PESO;;8;2
71;SENTADILLA;SIRVE PARA REDUCCION DE PESO;;2;2
72;PRESS INCLINADO CON MANCUERNA;SIRVE PARA REDUCCION DE PESO;;4;2
73;PRESS BANCO MULTIPOWER;SIRVE PARA REDUCCION DE PESO;;8;2
74;APERTURAS EN BANCO PLANO;SIRVE PARA REDUCCION DE PESO;;5;2
75;DOBLE ENCOGIMIENTO;SIRVE PARA REDUCCION DE PESO;;6;2
76;ENCOGIMIENTO EN POLEA;SIRVE PARA REDUCCION DE PESO;;9;2
77;DOMINADOS;SIRVE PARA REDUCCION DE PESO;;1;2
78;JALON POLEA AGARRE INVERTIDO;SIRVE PARA REDUCCION DE PESO;;3;2
79;REMO CON BARRA;SIRVE PARA REDUCCION DE PESO;;3;2
80;REMO A UNA MANO;SIRVE PARA REDUCCION DE PESO;;3;2
81;ELEVACIONES DE TALONES PIE;SIRVE PARA REDUCCION DE PESO;;2;2
82;ELEVACIONES DE TALONES SENTADO;SIRVE PARA REDUCCION DE PESO;;2;2
83;CURL DE BRAZOS CON MANCUERNA;SIRVE PARA REDUCCION DE PESO;;5;2
84;CURL DE BRAZOS EN BANCO INCLINADO;SIRVE PARA REDUCCION DE PESO;;5;2
85;CURL DE BRAZOS AGARRE INVERTIDO;SIRVE PARA REDUCCION DE PESO;;5;2
86;EXTENCION DE TRICEPS BARRA Z;SIRVE PARA REDUCCION DE PESO;;8;2
87;GLUTEOS MAQUINA;SIRVE PARA REDUCCION DE PESO;;7;2
88;EXTENCION CUADRICEPS;SIRVE PARA REDUCCION DE PESO;;8;2
89;GLUTEOS COLCHONETA;SIRVE PARA REDUCCION DE PESO;;7;2
90;FLEXION FEMORAL;SIRVE PARA REDUCCION DE PESO;;2;2
91;ABDOMINALES COLCHONETAS;SIRVE PARA REDUCCION DE PESO;;3;2
92;ABDUCTORES;SIRVE PARA REDUCCION DE PESO;;2;2
93;PRESS BANCO PLANO ;SIRVE PARA REDUCCION DE PESO;;4;2
94;EXTENCION CUADRICEPS;SIRVE PARA REDUCCION DE PESO;;5;2
95;GLUTEOS COLCHONETA;SIRVE PARA REDUCCION DE PESO;;7;2
96;JALON POLEA POR DETRAS;SIRVE PARA REDUCCION DE PESO;;2;2
97;FLEXION FEMORAL;SIRVE PARA REDUCCION DE PESO;;2;2
98;PRESS HOMBRO MANCUERNA;SIRVE PARA REDUCCION DE PESO;;4;2
99;TRICEP COPA;SIRVE PARA REDUCCION DE PESO;;3;2
100;GLUTEOS MAQUINA;SIRVE PARA REDUCCION DE PESO;;7;2
101;ABDUCTORES;SIRVE PARA REDUCCION DE PESO;;2;2
102;SENTADILLA;SIRVE PARA REDUCCION DE PESO;;2;2
103;GLUTEOS MAQUINA;SIRVE PARA REDUCCION DE PESO;;7;2
104;EXTENCION CUADRICEPS;SIRVE PARA REDUCCION DE PESO;;2;2
105;GLUTEOS COLCHONETA;SIRVE PARA REDUCCION DE PESO;;7;2
106;FLEXION FEMORAL;SIRVE PARA REDUCCION DE PESO;;2;2
107;ABDOMINALES COLCHONETAS;SIRVE PARA REDUCCION DE PESO;;6;2
108;ABDUCTORES;SIRVE PARA REDUCCION DE PESO;;2;2
109;PRESS BANCO PLANO ;SIRVE PARA REDUCCION DE PESO;;4;2
110;APERTURAS PLANOS;SIRVE PARA REDUCCION DE PESO;;8;2
111;PRESS INCLINADO;SIRVE PARA REDUCCION DE PESO;;9;2
112;PEK DEK;SIRVE PARA REDUCCION DE PESO;;4;2
113;PULL OVER;SIRVE PARA REDUCCION DE PESO;;6;2
114;PRESS SENTADO MANCUERNA;SIRVE PARA REDUCCION DE PESO;;4;2
115;TRAPECIO BARRA;SIRVE PARA REDUCCION DE PESO;;5;2
116;ELEVACIONES FRONTALES;SIRVE PARA REDUCCION DE PESO;;4;2
117;EXTENCION CUADRICEPS;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
118;PESO MUERTO;SIRVE PARA EL MANTENIMIENTO FISICO ;;5;4
119;CURL FEMORAL;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
120;HAKA;SIRVE PARA EL MANTENIMIENTO FISICO ;;2;4
121;ELEVACIONES GEMELOS SENTADO;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
122;GEMELOS DE PIE;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
123;CURL BICEP INTERNO;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
124;EXTENCION POLEA;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
125;CURL BARRA;SIRVE PARA EL MANTENIMIENTO FISICO ;;4;4
126;PRESS FRANCES;SIRVE PARA EL MANTENIMIENTO FISICO ;;5;4
127;CURL POLEA;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
128;EXTENCIONES INVERTIDAS;SIRVE PARA EL MANTENIMIENTO FISICO ;;5;4
129;JALON POLEA INVERTIDA;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
130;REMO POLEA SENTADO;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
131;REMO MANCUERNA;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
132;REMO BARRA T;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
133;JALON POLEA POR DETRAS;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
134;REMO INCLINADO BARRA;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
135;SENTADILLA;SIRVE PARA EL MANTENIMIENTO FISICO ;;2;4
136;GLUTEOS MAQUINA;SIRVE PARA EL MANTENIMIENTO FISICO ;;7;4
137;CUADRICEP;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
138;GLUTEOS COLCHONETA;SIRVE PARA EL MANTENIMIENTO FISICO ;;7;4
139;FEMORALES;SIRVE PARA EL MANTENIMIENTO FISICO ;;2;4
140;ABDUCTORES;SIRVE PARA EL MANTENIMIENTO FISICO ;;8;4
141;PRESS BANCO PLANO MANCUERNA;SIRVE PARA EL MANTENIMIENTO FISICO ;;5;4
142;APERTONES BANCO PLANO;SIRVE PARA EL MANTENIMIENTO FISICO ;;5;4
143;PULL OVER MANCUERNA;SIRVE PARA EL MANTENIMIENTO FISICO ;;3;4
144;PRESS HOMBRO MANCUERNA;SIRVE PARA EL MANTENIMIENTO FISICO ;;4;4
145;ELEVACIONES LATERALES;SIRVE PARA EL MANTENIMIENTO FISICO ;;4;4
146;ELEVACIONES FRONTALES;SIRVE PARA EL MANTENIMIENTO FISICO ;;4;4
147;TRICEP COPA;SIRVE PARA EL MANTENIMIENTO FISICO ;;2;4
148;ABDOMINALES CIRCUITO;SIRVE PARA EL MANTENIMIENTO FISICO ;;6;4
149;PRESS DECLINADO BARRA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;4;1
150;PRESS INCLINADO  MANCUERNA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;4;1
151;APERTURAS PLANAS;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;5;1
152;CURL MANCUERNAS ALTERNO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;3;1
153;CURL CONCENTRADO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;3;1
154;CURL BICEPS PREDICADOR POLEA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;3;1
155;FLEXION MUÑECA ANTEBRAZO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;8;1
156;FLEXION MUÑECA INVERTIDA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;8;1
157;SENTADILLA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
158;HAKA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
159;EXTENCION CUADRICEPS;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
160;FLEXION FEMORAL;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
161;"GEMELOS PRENSA
";EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
162;GEMELOS HOKA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
163;ABDOMINALES EN BANCO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;6;1
164;PRESS HOMBRO MANCUERNA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;5;1
165;ELEVACIONES LATERALES;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;8;1
166;ELEVACIONES FRONTALES;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;8;1
167;REMO TRAPECIO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;4;1
168;PRESS FRANCES TRICEPS SENTADO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;8;1
169;EXTENCION TRICEP POLEA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;3;1
170;ABDOMINALES TABLA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;6;1
171;REMO BARRA INVERTIDO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;4;1
172;JALON CERRADO AL PECHO;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;9;1
173;REMO LATERAL;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;3;1
174;PRESS MUERTO LUMBARES;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;4;1
175;FLEXION FEMORAL;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
176;FLEXION FEMORAL DE PIE;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;2;1
177;GEMELOS PRENSA;EL FISICULTURISMO SIRVE PARA TONIFICAR LAS PARTES DEL CUERPO;;8;1
178;PRESS DECLINADO BARRA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;4;5
179;PRESS INCLINADO  MANCUERNA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;4;5
180;APERTURAS PLANAS;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;3;5
181;CURL MANCUERNAS ALTERNO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;3;5
182;CURL CONCENTRADO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;3;5
183;CURL BICEPS PREDICADOR POLEA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;3;5
184;FLEXION MUÑECA ANTEBRAZO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
185;FLEXION MUÑECA INVERTIDA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
186;SENTADILLA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;2;5
187;HAKA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;2;5
188;EXTENCION CUADRICEPS;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
189;FLEXION FEMORAL;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;2;5
190;GEMELOS PRENSA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
191;GEMELOS HOKA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
192;ABDOMINALES EN BANCO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;6;5
193;PRESS HOMBRO MANCUERNA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;4;5
194;ELEVACIONES LATERALES;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;5;5
195;ELEVACIONES FRONTALES;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;5;5
196;REMO TRAPECIO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;4;5
197;PRESS FRANCES TRICEPS SENTADO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
198;EXTENCION TRICEP POLEA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
199;ABDOMINALES TABLA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;6;5
200;REMO BARRA INVERTIDO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;5;5
201;JALON CERRADO AL PECHO;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;9;5
202;REMO LATERAL;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;5;5
203;PESO MUERTO LUMBARES;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;4;5
204;FLEXION FEMORAL;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;2;5
205;FLEXION FEMORAL DE PIE;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;8;5
206;GEMELOS PRENSA;LA RECUPERACION FISICA SIRVE PARA TENER EN CUENTA LOS LIQUIDOS QUE SE GENERA DE UN ENTRENAMIENTO.;;2;5
